Host,Protocol,Local Address,Port,State
localhost,tcp,192.168.96.88,53,LISTEN
localhost,tcp,192.168.96.90,40009,LISTEN
localhost,tcp,192.168.96.90,40010,LISTEN
localhost,tcp,2a01,8f0,LISTEN
localhost,tcp6,2a01,8f0,LISTEN
localhost,tcp6,2a01,8f1,LISTEN
localhost,tcp6,fe80,,LISTEN
localhost,tcp6,,,LISTEN
localhost,tcp,,,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,1127,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,14311,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,14314,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,14316,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,14317,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,18443,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,1858,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,1859,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,1888,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,1889,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,20022,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,22,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,38080,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,38443,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,65002,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.41,65202,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.43,20022,LISTEN
ts4billdb02tacsc001,tcp,10.217.86.43,22,LISTEN
ts4billdb02tacsc001,tcp,192.168.148.28,1888,LISTEN
ts4billdb02tacsc001,tcp,192.168.148.28,1889,LISTEN
ts4billdb02tacsc001,tcp,192.168.148.28,20022,LISTEN
ts4billdb02tacsc001,tcp,192.168.148.28,22,LISTEN
ts4billdb02tacsc001,tcp,192.168.148.30,20022,LISTEN
ts4billdb02tacsc001,tcp,192.168.148.30,22,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.101,11116,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1858,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1859,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1863,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1868,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1869,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1870,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1871,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1888,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,1889,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,20022,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,22,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.41,5679,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,11112,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,11115,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,11116,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,11118,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,1684,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,1685,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,1686,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,1687,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,20022,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,22,LISTEN
ts4billdb02tacsc001,tcp,192.168.96.43,5679,LISTEN
ts4billdb02tacsc001,tcp,,,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.100,1888,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,14311,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,14314,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,14316,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,14317,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,1858,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,1859,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,1888,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,1889,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,20022,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,22,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,38080,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,38443,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,65002,LISTEN
ts4billdb02tacsc002,tcp,10.217.86.42,65202,LISTEN
ts4billdb02tacsc002,tcp,192.168.148.29,1888,LISTEN
ts4billdb02tacsc002,tcp,192.168.148.29,1889,LISTEN
ts4billdb02tacsc002,tcp,192.168.148.29,20022,LISTEN
ts4billdb02tacsc002,tcp,192.168.148.29,22,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.101,1888,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,1858,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,1859,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,1863,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,1868,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,1869,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,1888,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,1889,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,20022,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,22,LISTEN
ts4billdb02tacsc002,tcp,192.168.96.42,5679,LISTEN
ts4billdb02tacsc002,tcp,,,LISTEN
ts4bmpdb02tacsc001,tcp,0.0.0.0,111,LISTEN
ts4bmpdb02tacsc001,tcp,0.0.0.0,2049,LISTEN
ts4bmpdb02tacsc001,tcp,0.0.0.0,6915,LISTEN
ts4bmpdb02tacsc001,tcp,0.0.0.0,6916,LISTEN
ts4bmpdb02tacsc001,tcp,0.0.0.0,815,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,14311,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,14314,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,14316,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,14317,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,1858,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,1859,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,1888,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,1889,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,20022,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,22,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,38080,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,38443,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,65002,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.32,65202,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.34,20022,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.34,22,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.97,1888,LISTEN
ts4bmpdb02tacsc001,tcp,10.217.86.97,1889,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.148.19,1888,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.148.19,1889,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.148.19,20022,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.148.19,22,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.148.21,20022,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.148.21,22,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1858,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1859,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1863,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1868,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1869,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1870,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1871,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1888,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,1889,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,20022,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,22,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.32,5679,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,11112,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,11115,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,11116,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,11118,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,1684,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,1685,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,1686,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,1687,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,20022,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,22,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.34,5679,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.96,20022,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.96,22,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.97,11116,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.97,1888,LISTEN
ts4bmpdb02tacsc001,tcp,192.168.96.97,1889,LISTEN
ts4bmpdb02tacsc001,tcp,,,LISTEN
ts4bmpdb02tacsc002,tcp,0.0.0.0,111,LISTEN
ts4bmpdb02tacsc002,tcp,0.0.0.0,2049,LISTEN
ts4bmpdb02tacsc002,tcp,0.0.0.0,6915,LISTEN
ts4bmpdb02tacsc002,tcp,0.0.0.0,6916,LISTEN
ts4bmpdb02tacsc002,tcp,0.0.0.0,815,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,14311,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,14314,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,14316,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,14317,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,1858,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,1859,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,1888,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,1889,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,20022,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,22,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,38080,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,38443,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,65002,LISTEN
ts4bmpdb02tacsc002,tcp,10.217.86.33,65202,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.148.20,1888,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.148.20,1889,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.148.20,20022,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.148.20,22,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,1858,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,1859,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,1863,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,1868,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,1869,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,1888,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,1889,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,20022,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,22,LISTEN
ts4bmpdb02tacsc002,tcp,192.168.96.33,5679,LISTEN
ts4bmpdb02tacsc002,tcp,,,LISTEN
ts4dfdbserver02tacsc001,tcp,0.0.0.0,22,LISTEN
ts4dfdbserver02tacsc001,tcp,0.0.0.0,464,LISTEN
ts4dfdbserver02tacsc001,tcp,0.0.0.0,749,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1858,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1859,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1863,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1868,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1869,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1870,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1871,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1888,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,1889,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,20022,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,28043,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,28090,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,65002,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,8090,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.91,8445,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.93,6011,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.93,6012,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.93,6013,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.99,1888,LISTEN
ts4dfdbserver02tacsc001,tcp,10.217.86.99,1889,LISTEN
ts4dfdbserver02tacsc001,tcp,,,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,0.0.0.0,22,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,20010,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,20011,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,20012,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,20016,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,20022,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,20024,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,21700,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,21702,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.56,65002,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,20009,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,20014,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,20018,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,20025,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,20026,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,20027,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,20044,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,21405,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,21750,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,10.217.86.59,28443,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,20029,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,20050,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,20052,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,20053,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21055,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21066,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21088,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21093,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21304,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21305,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21308,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21309,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21401,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21730,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21731,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,21780,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,24001,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,24002,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,25012,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,25014,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,25018,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,25019,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,25020,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.56,25022,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,192.168.96.59,20051,LISTEN
ts4hadoopcontrolnode01tacsc001.,tcp,,,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,0.0.0.0,22,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,20010,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,20016,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,20022,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,20024,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,21700,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,21702,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,21750,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,10.217.86.57,65002,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21055,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21066,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21088,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21093,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21300,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21301,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21304,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21305,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21308,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21309,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21401,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21730,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21731,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,21780,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,24001,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,24002,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25000,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25003,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25005,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25006,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25012,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25014,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25015,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25018,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25019,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25020,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,25022,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,26001,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.57,26005,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.60,26013,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.60,26014,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,192.168.96.60,26015,LISTEN
ts4hadoopcontrolnode01tacsc002.,tcp,,,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,0.0.0.0,22,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,10.217.86.58,20016,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,10.217.86.58,20022,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,10.217.86.58,20024,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,10.217.86.58,65002,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,20050,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21055,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21066,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21088,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21093,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21300,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21301,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21304,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21305,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21308,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,21309,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,24000,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,24001,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,24002,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25000,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25003,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25005,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25006,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25012,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25014,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25015,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25018,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25019,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25020,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,25022,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,26001,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,26002,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,26003,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,26004,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,26005,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,26021,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,192.168.96.58,26022,LISTEN
ts4hadoopcontrolnode01tacsc003.,tcp,,,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,0.0.0.0,22,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,10.217.86.53,20016,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,10.217.86.53,20022,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,10.217.86.53,20024,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,10.217.86.53,65002,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,21302,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,21303,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,25009,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,25011,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,26007,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,26008,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,26009,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,26010,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,27337,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,27338,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,192.168.96.53,27339,LISTEN
ts4hadoopdatanode01tacsc001.,tcp,,,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,0.0.0.0,22,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,10.217.86.54,20016,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,10.217.86.54,20022,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,10.217.86.54,20024,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,10.217.86.54,65002,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,21302,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,21303,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,25008,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,25009,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,25011,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,26007,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,26008,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,26009,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,26010,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,27337,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,27338,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,192.168.96.54,27339,LISTEN
ts4hadoopdatanode01tacsc002.,tcp,,,LISTEN
ts4hadoopdatanode01tacsc003.,tcp,0.0.0.0,22,LISTEN
ts4hadoopdatanode01tacsc003.,tcp,10.217.86.55,20016,LISTEN
ts4hadoopdatanode01tacsc003.,tcp,10.217.86.55,20022,LISTEN
ts4hadoopdatanode01tacsc003.,tcp,10.217.86.55,20024,LISTEN
ts4hadoopdatanode01tacsc003.,tcp,10.217.86.55,65002,LISTEN
ts4hadoopdatanode01tacsc003.,tcp,192.168.96.55,21302,LISTEN
ts4hadoopdatanode01tacsc003.,tcp,192.168.96.55,25008,LISTEN
